IM62v4,IM767v2,category,stratum,Athal,defline
Migut.11G071200,MgIM767.11G070600,1:1,out,AT1G67370,(1 of 1) PTHR48225:SF7 - MEIOSIS-SPECIFIC PROTEIN HOP1
Migut.11G071300,MgIM767.11G070700,1:1,out,AT1G67340,(1 of 1) PTHR46758:SF2 - OJ1485_B09.11 PROTEIN
Migut.11G071400,MgIM767.11G070800,1:1,out,AT3G61470,(1 of 3) K08908 - light-harvesting complex I chlorophyll a/b binding protein 2 (LHCA2)
Migut.11G071500,MgIM767.11G070900,1:1,out,AT5G43260,(1 of 1) PTHR34687:SF1 - CHAPERONE PROTEIN DNAJ-LIKE PROTEIN
Migut.11G071600,MgIM767.11G071000,1:1,out,AT1G11780,(1 of 1) 1.14.11.33//1.14.11.51//4.2.99.18 - DNA oxidative demethylase. / alkylated DNA repair protein. // DNA N(6)-methyladenine demethylase. / DNA N(6)-methyladenine demethylase. // DNA-(apurinic or apyrimidinic site) lyase. / phage-T4 UV endonuclease.
Migut.11G071700,MgIM767.11G071100,1:1,out,AT1G27385,(1 of 1) PF04359 - Protein of unknown function (DUF493) (DUF493)
Migut.11G071800,MgIM767.11G071200,1:1,out,AT5G51920,(1 of 1) PTHR14237:SF88 - PYRIDOXAL PHOSPHATE (PLP)-DEPENDENT TRANSFERASES SUPERFAMILY PROTEIN
Migut.11G071900,MgIM767.11G071300,1:1,out,AT1G27930,(1 of 1) PTHR31444:SF51 - POLYSACCHARIDE BIOSYNTHESIS DOMAIN-CONTAINING PROTEIN
Migut.11G072000,MgIM767.11G071400,1:1,out,AT1G27950,(1 of 1) PTHR33044:SF118 - NON-SPECIFIC LIPID TRANSFER PROTEIN GPI-ANCHORED 1
Migut.11G072100,MgIM767.11G071500,1:1,out,AT1G67325,(1 of 2) PTHR12999:SF17 - ZINC FINGER RAN-BINDING DOMAIN-CONTAINING PROTEIN 2
Migut.11G072200,MgIM767.11G071600,1:1,out,AT5G43270,(1 of 1) PTHR31251:SF74 - SQUAMOSA PROMOTER-BINDING-LIKE PROTEIN 2
Migut.11G072300,MgIM767.11G071700,1:1,out,AT1G27340,"(1 of 4) IPR001810//IPR005174//IPR011043//IPR015915//IPR036047 - F-box domain // Domain unknown function DUF295 // Galactose oxidase/kelch, beta-propeller // Kelch-type beta propeller // F-box-like domain superfamily"
Migut.11G072400,MgIM767.11G071800,1:1,out,AT1G27350,(1 of 2) PTHR15601:SF23 - STRESS ASSOCIATED ENDOPLASMIC RETICULUM PROTEIN
Migut.11G072500,MgIM767.11G071900,1:1,out,AT2G25560,(1 of 1) PTHR44137:SF67 - J DOMAIN-CONTAINING PROTEIN
Migut.11G072600,MgIM767.11G072000,1:1,out,AT1G27290,
Migut.11G072700,MgIM767.11G072100,1:1,out,AT3G30260,(1 of 2) PTHR48019:SF30 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL8 HOMOLOG
Migut.11G072800,MgIM767.11G072200,1:1,out,AT3G30260,(1 of 2) PTHR48019:SF30 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL8 HOMOLOG
Migut.11G072900,MgIM767.11G072300,1:1,out,AT3G30260,(1 of 2) PTHR48019:SF30 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL8 HOMOLOG
Migut.11G073000,MgIM767.11G072400,1:1,out,AT3G30260,(1 of 2) PTHR48019:SF30 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL8 HOMOLOG
Migut.11G073100,MgIM767.11G072500,1:1,out,AT3G30260,(1 of 2) PTHR48019:SF30 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL8 HOMOLOG
Migut.11G073200,MgIM767.11G072600,1:1,out,AT3G30260,(1 of 2) PTHR48019:SF30 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL8 HOMOLOG
Migut.11G073300,MgIM767.11G072700,1:1,out,AT3G30260,(1 of 2) PTHR48019:SF30 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL8 HOMOLOG
x,MgIM767.11G072800,IM767+,out,,
Migut.11G073400,MgIM767.11G072900,1:1,out,AT3G30260,(1 of 2) PTHR48019:SF30 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL8 HOMOLOG
Migut.11G073500,MgIM767.11G073000,1:1,out,AT1G24260,(1 of 3) PTHR48019:SF29 - MADS-BOX PROTEIN 5
Migut.11G073600,MgIM767.11G073100,1:1,out,AT1G51120,(1 of 2) PTHR31140:SF80 - AP2_ERF DOMAIN-CONTAINING PROTEIN
Migut.11G073700,MgIM767.11G073200,1:1,out,AT5G50670,(1 of 2) PTHR31251:SF214 - SQUAMOSA PROMOTER-BINDING-LIKE PROTEIN 13A-RELATED
Migut.11G073800,MgIM767.11G073300,1:1,out,AT1G67320,(1 of 1) K02685 - DNA primase large subunit (PRI2)
x,MgIM767.11G073400,IM767+,out,,
Migut.11G073900,MgIM767.11G073500,1:1,out,AT1G24267,"(1 of 2) PTHR47289:SF2 - TRANSCRIPTION FACTOR, PUTATIVE (DUF1664)-RELATED"
Migut.11G074000,MgIM767.11G073600,1:1,out,AT3G30260,(1 of 2) PTHR48019:SF30 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL8 HOMOLOG
Migut.11G074100,MgIM767.11G073700,1:1,out,AT3G30260,(1 of 2) PTHR48019:SF30 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL8 HOMOLOG
Migut.11G074200,MgIM767.11G073800,1:1,out,AT3G30260,(1 of 2) PTHR48019:SF30 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL8 HOMOLOG
Migut.11G074300,x,IM62+,out,AT1G05500,(1 of 1) PTHR10774:SF149 - SYNAPTOTAGMIN-5
Migut.11G074400,MgIM767.11G073900,1:1,out,AT3G30260,(1 of 2) PTHR48019:SF30 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL8 HOMOLOG
Migut.11G074500,MgIM767.11G074000,1:1,out,AT5G13080,(1 of 1) PTHR31221:SF83 - WRKY TRANSCRIPTION FACTOR 75-RELATED
Migut.11G074600,MgIM767.11G074100,1:1,out,AT1G27980,(1 of 1) 4.1.2.27 - sphinganine-1-phosphate aldolase. / sphingosine-1-phosphate lyase.
Migut.11G074700,MgIM767.11G074200,1:1,out,AT5G14090,(1 of 1) PTHR34959:SF4 - PROTEIN LAZY 1
x,MgIM767.11G074300,IM767+,out,,
Migut.11G074800,MgIM767.11G074400,1:1,out,AT5G13090,(1 of 2) IPR036092 - Small/middle T-antigen superfamily
Migut.11G074900,MgIM767.11G074500,1:1,out,AT1G27990,
Migut.11G075000,MgIM767.11G074600,1:1,out,AT3G02960,(1 of 1) PTHR46195:SF17 - HEAVY METAL-ASSOCIATED ISOPRENYLATED PLANT PROTEIN 8
Migut.11G075100,MgIM767.11G074700,1:1,out,AT4G34560,(1 of 1) PTHR33640:SF8 - TRANSMEMBRANE PROTEIN
Migut.11G075200,MgIM767.11G074800,1:1,out,AT5G13110,"(1 of 1) PTHR23429:SF11 - GLUCOSE-6-PHOSPHATE 1-DEHYDROGENASE 2, CHLOROPLASTIC"
Migut.11G075300,MgIM767.11G074900,1:1,out,AT1G69040,(1 of 1) PTHR31096:SF22 - ACR6
Migut.11G075400,MgIM767.11G075000,1:1,out,AT5G13120,"(1 of 4) K03768 - peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8] (PPIB, ppiB)"
Migut.11G075500,MgIM767.11G075100,1:1,out,AT2G35450,(1 of 1) 3.1.1.92 - 4-sulfomuconolactone hydrolase. / 4-sulfomuconolactone hydrolase.
Migut.11G075600,MgIM767.11G075200,1:1,out,AT1G27430,(1 of 2) PTHR46992:SF4 - GYF DOMAIN-CONTAINING PROTEIN
Migut.11G075700,MgIM767.11G075300,1:1,out,AT1G12060,"(1 of 1) PTHR33322:SF8 - BAG FAMILY MOLECULAR CHAPERONE REGULATOR 5, MITOCHONDRIAL"
Migut.11G075800,MgIM767.11G075400,1:1,out,,(1 of 1) 3.5.4.31 - S-methyl-5'-thioadenosine deaminase. / MTA deaminase
Migut.11G075900,MgIM767.11G075500,1:1,out,AT4G24970,(1 of 1) PTHR23336:SF67 - PROTEIN MICRORCHIDIA 7
Migut.11G076000,MgIM767.11G075600,1:1,out,AT1G26830,(1 of 2) K03869 - cullin 3 (CUL3)
Migut.11G076100,MgIM767.11G075700,1:1,out,AT3G02000,(1 of 1) PTHR10168:SF128 - GLUTAREDOXIN-C7
Migut.11G076200,MgIM767.11G075800,1:1,out,AT5G13150,(1 of 1) PTHR12542:SF127 - EXOCYST SUBUNIT EXO70 FAMILY PROTEIN
Migut.11G076300,MgIM767.11G075900,1:1,out,AT5G13160,(1 of 1) K13430 - serine/threonine-protein kinase PBS1 (PBS1)
x,MgIM767.11G076000,IM767+,out,AT2G06090,(1 of 4) PTHR31232:SF135 - S-PROTEIN HOMOLOG-RELATED
Migut.11G076400,MgIM767.11G076100,1:1,out,AT1G04645,(1 of 1) PTHR31232:SF133 - S-PROTEIN HOMOLOG 5
Migut.11G076500,MgIM767.11G076200,1:1,out,AT5G13180,(1 of 4) PTHR31719:SF130 - NAC DOMAIN CONTAINING PROTEIN 84
Migut.11G076600,MgIM767.11G076300,1:1,out,AT1G27435,(1 of 1) PTHR37703:SF2 - RIBOSOMAL PROTEIN L31-RELATED
Migut.11G076700,MgIM767.11G076400,1:1,out,AT5G50850,"(1 of 3) K00162 - pyruvate dehydrogenase E1 component beta subunit (PDHB, pdhB)"
Migut.11G076800,MgIM767.11G076500,1:1,out,AT2G33490,(1 of 1) PTHR34119:SF24 - BAR DOMAIN-CONTAINING PROTEIN
Migut.11G076900,MgIM767.11G076600,1:1,out,AT1G04645,(1 of 1) PTHR31232:SF133 - S-PROTEIN HOMOLOG 5
x,MgIM767.11G076700,IM767+,out,AT1G04645,(1 of 1) PTHR31232:SF133 - S-PROTEIN HOMOLOG 5
Migut.11G077000,MgIM767.11G076800,1:1,out,AT5G13170,(1 of 1) PTHR10791:SF222 - BIDIRECTIONAL SUGAR TRANSPORTER SWEET15
Migut.11G077100,MgIM767.11G076900,1:1,out,AT1G74160,(1 of 1) PTHR31680:SF4 - PROTEIN LONGIFOLIA 1-RELATED
Migut.11G077200,MgIM767.11G077000,1:1,out,AT1G28050,(1 of 2) PTHR31717:SF45 - ZINC FINGER PROTEIN CONSTANS-LIKE 14-RELATED
Migut.11G077300,MgIM767.11G077100,1:1,out,AT1G22130,(1 of 3) PTHR48019:SF213 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL104
Migut.11G077400,MgIM767.11G077200,1:1,out,AT5G13190,(1 of 1) PTHR23292:SF6 - CELL DEATH-INDUCING P53-TARGET PROTEIN 1 HOMOLOG
x,MgIM767.11G077300,IM767+,out,AT4G20670,(1 of 20) PTHR32411:SF73 - CYSTEINE-RICH REPEAT SECRETORY PROTEIN 26-RELATED
Migut.11G077500,x,IM62+,out,AT4G29090,"(1 of 4) PTHR47074:SF69 - POLYNUCLEOTIDYL TRANSFERASE, RIBONUCLEASE H-LIKE SUPERFAMILY PROTEIN"
x,MgIM767.11G077400,IM767+,out,,
x,MgIM767.11G077500,IM767+,out,,
x,MgIM767.11G077600,IM767+,out,AT4G23280,(1 of 4) PTHR27002:SF997 - CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 19-RELATED
x,MgIM767.11G077700,IM767+,out,,
x,MgIM767.11G077800,IM767+,out,AT4G20670,(1 of 20) PTHR32411:SF73 - CYSTEINE-RICH REPEAT SECRETORY PROTEIN 26-RELATED
x,MgIM767.11G077900,IM767+,out,AT1G04645,(1 of 1) PTHR31232:SF133 - S-PROTEIN HOMOLOG 5
Migut.11G077600,MgIM767.11G078000,1:1,out,AT2G33510,(1 of 2) PTHR14791:SF29 - PROTEIN KIBRA
Migut.11G077700,MgIM767.11G078100,1:1,out,AT5G13200,(1 of 1) PTHR31969:SF3 - GEM-LIKE PROTEIN 5
Migut.11G077800,x,IM62+,out,AT5G13220,(1 of 1) PTHR33077:SF5 - PROTEIN TIFY 3A-RELATED
Migut.11G077900,MgIM767.11G078200,1:1,out,AT5G13250,(1 of 1) PTHR47290:SF4 - RING FINGER PROTEIN
Migut.11G078000,MgIM767.11G078300,1:1,out,AT3G48800,(1 of 2) PTHR10627:SF69 - PROTEIN BICAUDAL C
Migut.11G078100,MgIM767.11G078400,1:1,out,AT1G03470,(1 of 3) PTHR32258:SF28 - OS07G0666600 PROTEIN
Migut.11G078200,MgIM767.11G078500,1:1,out,AT3G48860,(1 of 1) PTHR31762:SF4 - EXPRESSED PROTEIN
Migut.11G078300,MgIM767.11G078600,1:1,out,AT1G28110,(1 of 1) PTHR11802:SF435 - SERINE CARBOXYPEPTIDASE-LIKE 45
Migut.11G078400,MgIM767.11G078700,1:1,out,AT1G28100,(1 of 1) IPR023375 - Acetoacetate decarboxylase beta barrel domain
Migut.11G078500,MgIM767.11G078900,1:1,out,AT1G28100,(1 of 1) IPR023375 - Acetoacetate decarboxylase beta barrel domain
Migut.11G078600,MgIM767.11G078800,1:1,out,AT1G28100,(1 of 1) IPR023375 - Acetoacetate decarboxylase beta barrel domain
Migut.11G078700,MgIM767.11G079000,1:1,out,AT1G28100,(1 of 1) IPR023375 - Acetoacetate decarboxylase beta barrel domain
Migut.11G078800,MgIM767.11G079100,1:1,out,AT1G28100,(1 of 1) IPR023375 - Acetoacetate decarboxylase beta barrel domain
Migut.11G078900,MgIM767.11G079200,1:1,out,AT1G28100,(1 of 1) IPR023375 - Acetoacetate decarboxylase beta barrel domain
Migut.11G079000,MgIM767.11G079300,1:1,out,AT5G13270,(1 of 16) PF01535//PF13041//PF14432//PF20430//PF20431 - PPR repeat (PPR) // PPR repeat family (PPR_2) // DYW family of nucleic acid deaminases (DYW_deaminase) // E+ motif (Eplus_motif) // E motif (E_motif)
Migut.11G079100,MgIM767.11G079400,1:1,out,AT1G29930,(1 of 5) K08912 - light-harvesting complex II chlorophyll a/b binding protein 1 (LHCB1)
Migut.11G079200,MgIM767.11G079500,1:1,out,AT5G13280,"(1 of 1) PTHR21499:SF58 - ASPARTOKINASE 1, CHLOROPLASTIC"
Migut.11G079300,MgIM767.11G079600,1:1,out,AT3G23255,(1 of 1) PTHR28653:SF1 - ATPASE SWSAP1
Migut.11G079400,MgIM767.11G079700,1:1,out,AT5G13290,(1 of 1) KOG0580//KOG1187 - Serine/threonine protein kinase // Serine/threonine protein kinase
Migut.11G079500/Migut.11G079600,MgIM767.11G079800,1:1,out,AT5G13300,(1 of 1) PTHR23180:SF160 - PROTEIN W09D10.1
Migut.11G079700,MgIM767.11G079900,1:1,out,AT4G16330,(1 of 1) PTHR47991:SF234 - FE2OG DIOXYGENASE DOMAIN-CONTAINING PROTEIN
Migut.11G079800,MgIM767.11G080000,1:1,out,AT2G33550,(1 of 1) PTHR47211:SF2 - TRIHELIX TRANSCRIPTION FACTOR ASR3
Migut.11G079900,MgIM767.11G080100,1:1,out,AT1G17100,(1 of 2) PTHR11220:SF25 - F3F9.4
Migut.11G080000,MgIM767.11G080200,1:1,out,AT5G07290,(1 of 1) PTHR23189:SF124 - PROTEIN MEI2-LIKE 4
Migut.11G080100,MgIM767.11G080300,1:1,out,AT1G28120,(1 of 1) K09602 - ubiquitin thioesterase protein OTUB1 [EC:3.4.19.12] (OTUB1)
Migut.11G080200,MgIM767.11G080400,1:1,out,AT5G13330,(1 of 1) PTHR31190:SF385 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR ERF113
Migut.11G080300,MgIM767.11G080500,1:1,out,AT1G28140,(1 of 1) PTHR36716:SF2 - F3H9.20 PROTEIN
Migut.11G080400,MgIM767.11G080600,1:1,out,AT1G57820,"(1 of 1) IPR001841//IPR001965//IPR003105//IPR011011//IPR013083//IPR015947//IPR019787//IPR027370//IPR036987 - Zinc finger, RING-type // Zinc finger, PHD-type // SRA-YDG // Zinc finger, FYVE/PHD-type // Zinc finger, RING/FYVE/PHD-type // PUA-like domain // Zinc finger, PHD-finger // RING-type zinc-finger, LisH dimerisation motif // SRA-YDG superfamily"
Migut.11G080500,MgIM767.11G080700,1:1,out,AT5G13440,(1 of 2) 1.10.2.2 - quinol--cytochrome-c reductase. / ubiquinone--cytochrome-c oxidoreductase.
Migut.11G080600,MgIM767.11G080800,1:1,out,AT1G01630,"(1 of 1) PTHR46277:SF3 - BINDING PROTEIN, PUTATIVE-RELATED"
Migut.11G080700,x,IM62+,hap,,
Migut.11G080800,MgIM767.11G080900,1:1,hap,AT1G27440,"(1 of 1) PTHR11062:SF339 - BETA-1,4-XYLOSYLTRANSFERASE IRX10-RELATED"
Migut.11G080900,MgIM767.11G081000,1:1,hap,AT3G46730,(1 of 3) PTHR23155:SF1193 - DISEASE RESISTANCE PROTEIN RPP13-RELATED
Migut.11G081000,MgIM767.11G081100,1:1,hap,AT5G13420,(1 of 1) PTHR10683:SF31 - TRANSALDOLASE
Migut.11G081100,MgIM767.11G081200,1:1,hap,AT5G13410,"(1 of 1) PTHR47717:SF1 - PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP19, CHLOROPLASTIC"
Migut.11G081200,MgIM767.11G081300,1:1,hap,AT1G11680,(1 of 1) 1.14.13.70 - sterol 14alpha-demethylase. / obtusufoliol 14-demethylase.
Migut.11G081300,MgIM767.11G081400,1:1,hap,AT5G13400,(1 of 1) PTHR11654:SF112 - PROTEIN NRT1/ PTR FAMILY 6.1
Migut.11G081400,MgIM767.11G081500,1:1,hap,AT4G14100,
Migut.11G081500,MgIM767.11G081600,1:1,hap,AT5G13390,(1 of 1) PTHR35313:SF1 - NO EXINE FORMATION 1
x,MgIM767.11G081700,IM767+,hap,,
x,MgIM767.11G081800,IM767+,hap,AT4G16580,(1 of 1) PTHR12320:SF83 - PROTEIN PHOSPHATASE 2C 55-RELATED
Migut.11G081600,MgIM767.11G081900,1:1,hap,AT1G21970,(1 of 1) PTHR11064:SF115 - NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT B-9
Migut.11G081700,MgIM767.11G082000,1:1,hap,,
Migut.11G081800,MgIM767.11G082100,1:1,hap,AT5G54450,(1 of 17) PTHR44259:SF89 - DUF295 DOMAIN-CONTAINING PROTEIN-RELATED
Migut.11G081900,MgIM767.11G082200,1:1,hap,AT1G21970,(1 of 1) PTHR11064:SF115 - NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT B-9
Migut.11G082000,MgIM767.11G082300,1:1,hap,AT5G13910,(1 of 1) PTHR31677:SF233 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR LEP
Migut.11G082100,MgIM767.11G082400,1:1,hap,AT3G12280,(1 of 1) K04681 - retinoblastoma-like protein 1 (RBL1)
Migut.11G082200,MgIM767.11G082500,1:1,hap,AT1G63060,(1 of 1) PTHR33919:SF9 - RIBOSOME BIOGENESIS NEP1-LIKE PROTEIN
Migut.11G082300,MgIM767.11G082600,1:1,hap,AT1G60170,(1 of 1) K12844 - U4/U6 small nuclear ribonucleoprotein PRP31 (PRPF31)
Migut.11G082400,MgIM767.11G082700,1:1,hap,AT4G13420,(1 of 1) PTHR30540:SF94 - POTASSIUM TRANSPORTER 5
Migut.11G082500,MgIM767.11G082800,1:1,hap,AT3G26935,(1 of 1) PTHR22883:SF438 - PROTEIN S-ACYLTRANSFERASE 7-RELATED
Migut.11G082600,MgIM767.11G082900,1:1,hap,,
x,MgIM767.11G083000,IM767+,hap,AT5G47920,(1 of 1) PTHR33450:SF31 - EMB|CAB67623.1
Migut.11G082700,MgIM767.11G083100,1:1,hap,,
Migut.11G082800,x,IM62+,hap,,
x,MgIM767.11G083200,IM767+,hap,,
Migut.11G082900,MgIM767.11G083300,1:1,hap,AT5G47920,(1 of 1) PTHR33450:SF31 - EMB|CAB67623.1
Migut.11G083000,MgIM767.11G083400,1:1,hap,AT1G44900,(1 of 1) K02540 - DNA replication licensing factor MCM2 (MCM2)
Migut.11G083100,MgIM767.11G083500,1:1,hap,AT1G28190,(1 of 1) PTHR33052:SF91 - F3H9.15 PROTEIN
Migut.11G083200,MgIM767.11G083600,1:1,hap,AT1G44960,(1 of 1) PTHR47699:SF1 - SNARE ASSOCIATED GOLGI PROTEIN FAMILY
Migut.11G083300,x,IM62+,hap,AT4G23730,(1 of 1) PTHR11122:SF31 - GLUCOSE-6-PHOSPHATE 1-EPIMERASE
Migut.11G083400,MgIM767.11G083700,1:1,hap,AT1G67720,(1 of 1) PTHR45631:SF19 - PROTEIN KINASE DOMAIN-CONTAINING PROTEIN
Migut.11G083500,x,IM62+,hap,,
Migut.11G083600,MgIM767.11G083800,1:1,hap,AT1G31260,(1 of 1) PTHR11040:SF48 - ZINC TRANSPORTER 10-RELATED
Migut.11G083700,MgIM767.11G083900,1:1,hap,AT4G19690,(1 of 1) PTHR11040:SF159 - FE(2+) TRANSPORT PROTEIN 1
Migut.11G083800,x,IM62+,hap,,
Migut.11G083900,MgIM767.11G084000,1:1,hap,AT1G67720,(1 of 1) PTHR45631:SF19 - PROTEIN KINASE DOMAIN-CONTAINING PROTEIN
Migut.11G084000,MgIM767.11G084100,1:1,hap,AT5G47860,(1 of 2) PF07082 - Protein of unknown function (DUF1350) (DUF1350)
Migut.11G084100,MgIM767.11G084200,1:1,hap,AT3G51980,"(1 of 1) K14001 - nucleotide exchange factor SIL1 (SIL1, SLS1)"
Migut.11G084200,MgIM767.11G084300,1:1,hap,AT5G47900,(1 of 2) 2.3.1.78 - heparan-alpha-glucosaminide N-acetyltransferase. / heparan-alpha-glucosaminide N-acetyltransferase.
Migut.11G084300,x,IM62+,hap-EDG,AT3G21180,"(1 of 1) PTHR24093:SF520 - CALCIUM-TRANSPORTING ATPASE 9, PLASMA MEMBRANE-TYPE"
Migut.11G084400,x,IM62+,hap-EDG,AT5G25220,(1 of 1) PTHR11850:SF323 - HOMEOBOX PROTEIN KNOTTED-1-LIKE 3
Migut.11G084500,x,IM62+,hap-EDG,AT5G51350,(1 of 2) PTHR48056:SF25 - PROTEIN KINASE DOMAIN-CONTAINING PROTEIN
Migut.11G084600,x,IM62+,hap-EDG,AT5G51350,(1 of 2) PTHR48056:SF25 - PROTEIN KINASE DOMAIN-CONTAINING PROTEIN
Migut.11G084700,x,IM62+,hap-EDG,AT5G25220,(1 of 1) PTHR11850:SF323 - HOMEOBOX PROTEIN KNOTTED-1-LIKE 3
Migut.11G084800,x,IM62+,hap-EDG,AT4G29900,"(1 of 1) PTHR24093:SF529 - CALCIUM-TRANSPORTING ATPASE 10, PLASMA MEMBRANE-TYPE"
Migut.11G084900,x,IM62+,hap-EDG,AT5G25220,(1 of 1) PTHR11850:SF323 - HOMEOBOX PROTEIN KNOTTED-1-LIKE 3
Migut.11G085000,x,IM62+,hap-EDG,AT5G35330,(1 of 2) PTHR12396:SF0 - LD22928P
Migut.11G085100,x,IM62+,hap-EDG,AT1G51290,(1 of 8) PTHR47993:SF181 - F-BOX ONLY PROTEIN 10-RELATED
Migut.11G085200,x,IM62+,hap-EDG,AT3G57680,"(1 of 2) PTHR32060:SF22 - CARBOXYL-TERMINAL-PROCESSING PEPTIDASE 2, CHLOROPLASTIC-RELATED"
Migut.11G085300,x,IM62+,hap-EDG,,
Migut.11G085400,x,IM62+,hap-EDG,AT4G35733,(1 of 9) PTHR47123:SF6 - F-BOX PROTEIN
Migut.11G086100,x,IM62+,hap-EDG,AT2G26430,(1 of 1) KOG0835 - Cyclin L
Migut.11G085500,x,IM62+,hap-EDG,AT5G47770,"(1 of 2) 2.5.1.1//2.5.1.10 - dimethylallyltranstransferase. / prenyltransferase. // (2E,6E)-farnesyl diphosphate synthase. / geranyltranstransferase."
Migut.11G086200,x,IM62+,hap-EDG,AT5G27240,(1 of 1) PTHR45089:SF25 - DNAJ HEAT SHOCK N-TERMINAL DOMAIN-CONTAINING PROTEIN
Migut.11G085600,x,IM62+,hap-EDG,AT3G27110,"(1 of 1) PTHR10120:SF26 - PLASTOGLOBULE-LOCALIZED METALLOPEPTIDASE 48, CHLOROPLASTIC"
Migut.11G086300,x,IM62+,hap-EDG,AT2G19450,(1 of 1) K11155 - diacylglycerol O-acyltransferase 1 (DGAT1)
Migut.11G085700,x,IM62+,hap-EDG,AT3G46920,(1 of 1) PTHR23257:SF797 - KINASE SUPERFAMILY WITH OCTICOSAPEPTIDE_PHOX_BEM1P DOMAIN-CONTAINING PROTEIN
Migut.11G086400,x,IM62+,hap-EDG,AT5G65430,(1 of 1) PTHR18860:SF145 - 14-3-3-LIKE PROTEIN GF14 KAPPA
Migut.11G085800,x,IM62+,hap-EDG,,
Migut.11G086500,x,IM62+,hap-EDG,AT4G26840,(1 of 1) PTHR10562:SF134 - SMALL UBIQUITIN-RELATED MODIFIER 1
Migut.11G085900,x,IM62+,hap-EDG,AT3G21180,"(1 of 1) PTHR24093:SF520 - CALCIUM-TRANSPORTING ATPASE 9, PLASMA MEMBRANE-TYPE"
Migut.11G086600,x,IM62+,hap-EDG,AT4G24610,
Migut.11G086000,x,IM62+,hap-EDG,AT3G46920,(1 of 1) PTHR23257:SF797 - KINASE SUPERFAMILY WITH OCTICOSAPEPTIDE_PHOX_BEM1P DOMAIN-CONTAINING PROTEIN
Migut.11G086700,x,IM62+,hap-EDG,AT5G65430,(1 of 1) PTHR18860:SF145 - 14-3-3-LIKE PROTEIN GF14 KAPPA
Migut.11G086800,x,IM62+,hap-EDG,AT4G26840,(1 of 1) PTHR10562:SF134 - SMALL UBIQUITIN-RELATED MODIFIER 1
Migut.11G086900,x,IM62+,hap-EDG,AT5G65430,(1 of 1) PTHR18860:SF145 - 14-3-3-LIKE PROTEIN GF14 KAPPA
Migut.11G087000,x,IM62+,hap-EDG,AT4G26840,(1 of 1) PTHR10562:SF134 - SMALL UBIQUITIN-RELATED MODIFIER 1
Migut.11G087100,x,IM62+,hap-EDG,AT5G65430,(1 of 1) PTHR18860:SF145 - 14-3-3-LIKE PROTEIN GF14 KAPPA
Migut.11G087200,x,IM62+,hap-EDG,AT4G26840,(1 of 1) PTHR10562:SF134 - SMALL UBIQUITIN-RELATED MODIFIER 1
Migut.11G087300,x,IM62+,hap-EDG,AT3G49000,"(1 of 1) K03023 - DNA-directed RNA polymerase III subunit RPC3 (RPC3, POLR3C)"
Migut.11G087400/Migut.11G087500,x,IM62+,hap-EDG,AT2G23360,(1 of 1) PTHR31580:SF22 - FILAMENT-LIKE PLANT PROTEIN 7
Migut.11G087600,x,IM62+,hap-EDG,AT4G23160,(1 of 1) 2.7.11.1//2.7.7.49 - non-specific serine/threonine protein kinase. / threonine-specific protein kinase. // RNA-directed DNA polymerase. / revertase.
Migut.11G087700,x,IM62+,hap-EDG,AT3G07610,"(1 of 1) IPR003347//IPR009030 - JmjC domain // Insulin-like growth factor binding protein, N-terminal"
Migut.11G087800,x,IM62+,hap-EDG,AT1G78000,(1 of 1) PTHR11814:SF207 - SULFATE TRANSPORTER 1.2
Migut.11G087900,MgIM767.11G084400,1:1,hap-EDG,AT3G50120,(1 of 8) PTHR31170:SF18 - (WILD MALAYSIAN BANANA) HYPOTHETICAL PROTEIN
Migut.11G088000,MgIM767.11G084500,1:1,hap-EDG,AT5G13870,(1 of 1) PTHR31062:SF311 - XYLOGLUCAN ENDOTRANSGLUCOSYLASE_HYDROLASE PROTEIN 5-RELATED
Migut.11G088100,MgIM767.11G084600,1:1,hap-EDG,AT1G76800,(1 of 1) PTHR31851:SF87 - FE(2+)_MN(2+) TRANSPORTER PCL1
Migut.11G088200,MgIM767.11G084700,1:1,hap-EDG,AT3G51510,
Migut.11G088300,x,IM62+,hap-EDG,AT3G55510,(1 of 1) PTHR12687:SF8 - NOC2P FAMILY PROTEIN
Migut.11G088400,x,IM62+,hap-EDG,AT4G30230,
